"Name","WAR","G...8","AB","R","H...11","HR...12","RBI","SB","BB...15","BA","OBP","SLG","OPS","W","L","ERA","WHIP","GS","SV","IP","H_A","HR_A","BB_A","SO_A","yearID","playerID","MVPCan"
"Ed Figueroa",2.1,0,0,0,0,0,0,0,0,0,0,0,0,19,10,3.02,1.29,34,0,256.2,237,13,94,119,1976,"figueed01","yes"
"Sparky Lyle",1.2,1,0,0,0,0,0,0,0,0,0,0,0,7,8,2.26,1.196,0,23,103.2,82,5,42,61,1976,"lylesp01","yes"
"Ron LeFlore",5.3,135,544,93,172,4,39,58,51,0.316,0.376,0.41,0.786,0,0,0,0,0,0,0,0,0,0,0,1976,"lefloro01","yes"
"Rico Carty",3.1,152,552,67,171,13,83,1,67,0.31,0.379,0.442,0.821,0,0,0,0,0,0,0,0,0,0,0,1976,"cartyri01","yes"
"Mark Littell",3.1,3,1,0,0,0,0,0,0,0,0,0,0,8,4,2.08,1.231,1,16,104,68,1,60,92,1976,"littema01","yes"
"Luis Tiant",6.2,1,1,0,0,0,0,0,0,0,0,0,0,21,12,3.06,1.211,38,0,279,274,25,64,131,1976,"tiantlu01","yes"
"Roy White",5.5,156,626,104,179,14,65,31,83,0.286,0.365,0.409,0.774,0,0,0,0,0,0,0,0,0,0,0,1976,"whitero01","yes"
"John Mayberry",1.4,161,594,76,138,13,95,3,82,0.232,0.322,0.342,0.663,0,0,0,0,0,0,0,0,0,0,0,1976,"maybejo01","yes"
"Butch Wynegar",3.4,149,534,58,139,10,69,0,79,0.26,0.356,0.363,0.719,0,0,0,0,0,0,0,0,0,0,0,1976,"wynegbu01","yes"
"Rod Carew",9.7,155,616,128,239,14,100,23,69,0.388,0.449,0.57,1.019,0,0,0,0,0,0,0,0,0,0,0,1977,"carewro01","yes"
"Al Cowens",5.3,162,606,98,189,23,112,16,41,0.312,0.361,0.525,0.885,0,0,0,0,0,0,0,0,0,0,0,1977,"cowenal01","yes"
"Ken Singleton",5.7,152,536,90,176,24,99,0,107,0.328,0.438,0.507,0.945,0,0,0,0,0,0,0,0,0,0,0,1977,"singlke01","yes"
"Jim Rice",5.2,160,644,104,206,39,114,5,53,0.32,0.376,0.593,0.969,0,0,0,0,0,0,0,0,0,0,0,1977,"riceji01","yes"
"Graig Nettles",5.5,158,589,99,150,37,107,2,68,0.255,0.333,0.496,0.829,0,0,0,0,0,0,0,0,0,0,0,1977,"nettlgr01","yes"
"Sparky Lyle",3.7,1,0,0,0,0,0,0,0,0,0,0,0,13,5,2.17,1.197,0,26,137,131,7,33,68,1977,"lylesp01","yes"
"Thurman Munson",4.9,149,595,85,183,18,100,5,39,0.308,0.351,0.462,0.813,0,0,0,0,0,0,0,0,0,0,0,1977,"munsoth01","yes"
"Carlton Fisk",7,152,536,106,169,26,102,7,75,0.315,0.402,0.521,0.922,0,0,0,0,0,0,0,0,0,0,0,1977,"fiskca01","yes"
"Reggie Jackson",4.5,146,525,93,150,32,110,17,74,0.286,0.375,0.55,0.925,0,0,0,0,0,0,0,0,0,0,0,1977,"jacksre01","yes"
"Bill Campbell",4.7,0,0,0,0,0,0,0,0,0,0,0,0,13,9,2.96,1.229,0,31,140,112,13,60,114,1977,"campbbi02","yes"
"Mickey Rivers",5.3,138,565,79,184,12,69,22,18,0.326,0.35,0.439,0.789,0,0,0,0,0,0,0,0,0,0,0,1977,"rivermi01","yes"
"Larry Hisle",5.2,141,546,95,165,28,119,21,56,0.302,0.369,0.533,0.902,0,0,0,0,0,0,0,0,0,0,0,1977,"hislela01","yes"
"George Brett",7.6,139,564,105,176,22,88,14,55,0.312,0.373,0.532,0.905,0,0,0,0,0,0,0,0,0,0,0,1977,"brettge01","yes"
"Richie Zisk",2.7,141,531,78,154,30,101,0,55,0.29,0.355,0.514,0.869,0,0,0,0,0,0,0,0,0,0,0,1977,"ziskri01","yes"
"Jim Sundberg",5,149,453,61,132,6,65,2,53,0.291,0.365,0.389,0.753,0,0,0,0,0,0,0,0,0,0,0,1977,"sundbji01","yes"
"Bobby Bonds",5.1,158,592,103,156,37,115,41,74,0.264,0.342,0.52,0.862,0,0,0,0,0,0,0,0,0,0,0,1977,"bondsbo01","yes"
"Carl Yastrzemski",5.2,150,558,99,165,28,102,11,73,0.296,0.372,0.505,0.877,0,0,0,0,0,0,0,0,0,0,0,1977,"yastrca01","yes"
"Ron Guidry",4.8,5,0,3,0,0,0,0,0,0,0,0,0,16,7,2.82,1.134,25,1,210.2,174,12,65,176,1977,"guidrro01","yes"
"Jim Palmer",7.3,0,0,0,0,0,0,0,0,0,0,0,0,20,11,2.91,1.135,39,0,319,263,24,99,193,1977,"palmeji01","yes"
"Ron LeFlore",3,154,652,100,212,16,57,39,37,0.325,0.363,0.475,0.838,0,0,0,0,0,0,0,0,0,0,0,1977,"lefloro01","yes"
"Jason Thompson",3.9,158,585,87,158,31,105,0,73,0.27,0.347,0.487,0.834,0,0,0,0,0,0,0,0,0,0,0,1977,"thompja01","yes"
"Rick Burleson",2.2,154,663,80,194,3,52,13,47,0.293,0.338,0.382,0.72,0,0,0,0,0,0,0,0,0,0,0,1977,"burleri01","yes"
"Butch Hobson",0.9,159,593,77,157,30,112,5,27,0.265,0.3,0.489,0.789,0,0,0,0,0,0,0,0,0,0,0,1977,"hobsobu01","yes"
"Hal McRae",4.8,162,641,104,191,21,92,18,59,0.298,0.366,0.515,0.881,0,0,0,0,0,0,0,0,0,0,0,1977,"mcraeha01","yes"
"Nolan Ryan",7.8,0,0,0,0,0,0,0,0,0,0,0,0,19,16,2.77,1.344,37,0,299,198,12,204,341,1977,"ryanno01","yes"
"George Scott",2.4,157,584,103,157,33,95,1,57,0.269,0.337,0.5,0.837,0,0,0,0,0,0,0,0,0,0,0,1977,"scottge02","yes"
"Lyman Bostock",5.9,153,593,104,199,14,90,16,51,0.336,0.389,0.508,0.897,0,0,0,0,0,0,0,0,0,0,0,1977,"bostoly01","yes"
"Tom Johnson",2.5,1,0,0,0,0,0,0,0,0,0,0,0,16,7,3.13,1.357,0,15,146.2,152,11,47,87,1977,"johnsto02","yes"
"Chris Chambliss",2.4,157,600,90,172,17,90,4,45,0.287,0.336,0.445,0.781,0,0,0,0,0,0,0,0,0,0,0,1977,"chambch01","yes"
"Oscar Gamble",3.5,137,408,75,121,31,83,1,54,0.297,0.386,0.588,0.974,0,0,0,0,0,0,0,0,0,0,0,1977,"gamblos01","yes"
"Dennis Leonard",5.6,2,0,0,0,0,0,0,0,0,0,0,0,20,12,3.04,1.11,37,1,292.2,246,18,79,244,1977,"leonade01","yes"
"Jim Rice",7.6,163,677,121,213,46,139,7,58,0.315,0.37,0.6,0.97,0,0,0,0,0,0,0,0,0,0,0,1978,"riceji01","yes"
"Ron Guidry",9.6,2,0,1,0,0,0,0,0,0,0,0,0,25,3,1.74,0.946,35,0,273.2,187,13,72,248,1978,"guidrro01","yes"
"Larry Hisle",5.3,142,520,96,151,34,115,10,67,0.29,0.374,0.533,0.906,0,0,0,0,0,0,0,0,0,0,0,1978,"hislela01","yes"
"Amos Otis",7.4,141,486,74,145,22,96,32,66,0.298,0.38,0.525,0.905,0,0,0,0,0,0,0,0,0,0,0,1978,"otisam01","yes"
"Rusty Staub",1.5,162,642,75,175,24,121,3,76,0.273,0.347,0.435,0.782,0,0,0,0,0,0,0,0,0,0,0,1978,"staubru01","yes"
"Graig Nettles",5.7,159,587,81,162,27,93,1,59,0.276,0.343,0.46,0.803,0,0,0,0,0,0,0,0,0,0,0,1978,"nettlgr01","yes"
"Don Baylor",1.6,158,591,103,151,34,99,22,56,0.255,0.332,0.472,0.804,0,0,0,0,0,0,0,0,0,0,0,1978,"baylodo01","yes"
"Eddie Murray",4.3,161,610,85,174,27,95,6,70,0.285,0.356,0.48,0.836,0,0,0,0,0,0,0,0,0,0,0,1978,"murraed02","yes"
"Carlton Fisk",5.9,157,571,94,162,20,88,7,71,0.284,0.366,0.475,0.841,0,0,0,0,0,0,0,0,0,0,0,1978,"fiskca01","yes"
"Darrell Porter",4.2,150,520,77,138,18,78,0,75,0.265,0.358,0.444,0.802,0,0,0,0,0,0,0,0,0,0,0,1978,"porteda02","yes"
"Rod Carew",5,152,564,85,188,5,70,27,78,0.333,0.411,0.441,0.853,0,0,0,0,0,0,0,0,0,0,0,1978,"carewro01","yes"
"Mike Caldwell",8.2,0,0,0,0,0,0,0,0,0,0,0,0,22,9,2.36,1.064,34,1,293.1,258,14,54,131,1978,"caldwmi01","yes"
"Rich Gossage",3.2,0,0,0,0,0,0,0,0,0,0,0,0,10,11,2.01,1.087,0,27,134.1,87,9,59,122,1978,"gossari01","yes"
"Al Oliver",3.6,133,525,65,170,14,89,8,31,0.324,0.358,0.49,0.848,0,0,0,0,0,0,0,0,0,0,0,1978,"oliveal01","yes"
"Jim Sundberg",5.4,149,518,54,144,6,58,2,64,0.278,0.358,0.38,0.739,0,0,0,0,0,0,0,0,0,0,0,1978,"sundbji01","yes"
"Ron LeFlore",4.1,155,666,126,198,12,62,68,65,0.297,0.361,0.405,0.766,0,0,0,0,0,0,0,0,0,0,0,1978,"lefloro01","yes"
"Reggie Jackson",3.5,139,511,82,140,27,97,14,58,0.274,0.356,0.477,0.834,0,0,0,0,0,0,0,0,0,0,0,1978,"jacksre01","yes"
"Carl Yastrzemski",2,144,523,70,145,17,81,4,76,0.277,0.367,0.423,0.79,0,0,0,0,0,0,0,0,0,0,0,1978,"yastrca01","yes"
"George Brett",5.4,128,510,79,150,9,62,23,39,0.294,0.342,0.467,0.809,0,0,0,0,0,0,0,0,0,0,0,1978,"brettge01","yes"
"Andre Thornton",5.3,145,508,97,133,33,105,4,93,0.262,0.377,0.516,0.893,0,0,0,0,0,0,0,0,0,0,0,1978,"thornan01","yes"
"Lou Piniella",3.7,130,472,67,148,6,69,3,34,0.314,0.361,0.445,0.806,0,0,0,0,0,0,0,0,0,0,0,1978,"pinielo01","yes"
"Thurman Munson",3.3,154,617,73,183,6,71,2,35,0.297,0.332,0.373,0.705,0,0,0,0,0,0,0,0,0,0,0,1978,"munsoth01","yes"
"Lyman Bostock",2.8,147,568,74,168,5,71,15,59,0.296,0.362,0.379,0.74,0,0,0,0,0,0,0,0,0,0,0,1978,"bostoly01","yes"
"Larry Gura",4.5,0,0,0,0,0,0,0,0,0,0,0,0,16,4,2.72,1.096,26,0,221.2,183,13,60,81,1978,"gurala01","yes"
"Dave LaRoche",2.1,0,0,0,0,0,0,0,0,0,0,0,0,10,9,2.82,1.265,0,25,95.2,73,7,48,70,1978,"larocda01","yes"
"Fred Lynn",4.4,150,541,75,161,22,82,3,75,0.298,0.38,0.492,0.872,0,0,0,0,0,0,0,0,0,0,0,1978,"lynnfr01","yes"
"Mickey Rivers",3.5,141,559,78,148,11,48,25,29,0.265,0.302,0.397,0.699,0,0,0,0,0,0,0,0,0,0,0,1978,"rivermi01","yes"
"Bob Stanley",4.3,0,0,0,0,0,0,0,0,0,0,0,0,15,2,2.6,1.242,3,10,141.2,142,5,34,38,1978,"stanlbo01","yes"
"Don Money",4.8,137,518,88,152,14,54,3,48,0.293,0.361,0.44,0.801,0,0,0,0,0,0,0,0,0,0,0,1978,"moneydo01","yes"
"Willie Randolph",5.8,134,499,87,139,3,42,36,82,0.279,0.381,0.357,0.738,0,0,0,0,0,0,0,0,0,0,0,1978,"randowi01","yes"
"Dennis Eckersley",7.3,0,0,0,0,0,0,0,0,0,0,0,0,20,8,2.99,1.226,35,0,268.1,258,30,71,162,1978,"eckerde01","yes"
"Hal McRae",1.1,156,623,90,170,16,72,17,51,0.273,0.329,0.429,0.757,0,0,0,0,0,0,0,0,0,0,0,1978,"mcraeha01","yes"
"Leon Roberts",4.4,134,472,78,142,22,92,6,41,0.301,0.364,0.515,0.879,0,0,0,0,0,0,0,0,0,0,0,1978,"roberle01","yes"
"Rich Gale",2.9,0,0,0,0,0,0,0,0,0,0,0,0,14,8,3.09,1.409,30,0,192.1,171,10,100,88,1978,"galeri01","yes"
"Ken Singleton",4.7,149,502,67,147,20,81,0,98,0.293,0.409,0.462,0.871,0,0,0,0,0,0,0,0,0,0,0,1978,"singlke01","yes"
"Rick Burleson",1.5,145,626,75,155,5,49,8,40,0.248,0.295,0.339,0.633,0,0,0,0,0,0,0,0,0,0,0,1978,"burleri01","yes"
"Frank Tanana",3,0,0,0,0,0,0,0,0,0,0,0,0,18,12,3.65,1.251,33,0,239,239,26,60,137,1978,"tananfr01","yes"
"Don Baylor",3.7,162,628,120,186,36,139,22,71,0.296,0.371,0.53,0.901,0,0,0,0,0,0,0,0,0,0,0,1979,"baylodo01","yes"
"Ken Singleton",5.3,159,570,93,168,35,111,3,109,0.295,0.405,0.533,0.938,0,0,0,0,0,0,0,0,0,0,0,1979,"singlke01","yes"
"George Brett",8.6,154,645,119,212,23,107,17,51,0.329,0.376,0.563,0.939,0,0,0,0,0,0,0,0,0,0,0,1979,"brettge01","yes"
"Fred Lynn",8.9,147,531,116,177,39,122,2,82,0.333,0.423,0.637,1.059,0,0,0,0,0,0,0,0,0,0,0,1979,"lynnfr01","yes"
"Jim Rice",6.4,158,619,117,201,39,130,9,57,0.325,0.381,0.596,0.977,0,0,0,0,0,0,0,0,0,0,0,1979,"riceji01","yes"
"Mike Flanagan",3.8,0,0,0,0,0,0,0,0,0,0,0,0,23,9,3.08,1.186,38,0,265.2,245,23,70,190,1979,"flanami01","yes"
"Gorman Thomas",4.8,156,557,97,136,45,123,1,98,0.244,0.356,0.539,0.895,0,0,0,0,0,0,0,0,0,0,0,1979,"thomago01","yes"
"Bobby Grich",6,153,534,78,157,30,101,1,59,0.294,0.365,0.537,0.903,0,0,0,0,0,0,0,0,0,0,0,1979,"grichbo01","yes"
"Darrell Porter",7.6,157,533,101,155,20,112,3,121,0.291,0.421,0.484,0.905,0,0,0,0,0,0,0,0,0,0,0,1979,"porteda02","yes"
"Buddy Bell",6.9,162,670,89,200,18,101,5,30,0.299,0.327,0.451,0.778,0,0,0,0,0,0,0,0,0,0,0,1979,"bellbu01","yes"
"Jim Kern",6.1,1,0,0,0,0,0,0,0,0,0,0,0,13,5,1.57,1.126,0,29,143,99,5,62,136,1979,"kernji01","yes"
"Mike Marshall",4.4,1,0,0,0,0,0,0,0,0,0,0,0,10,15,2.65,1.262,1,32,142.2,132,8,48,81,1979,"marshmi01","yes"
"Eddie Murray",4.9,159,606,90,179,25,99,10,72,0.295,0.369,0.475,0.844,0,0,0,0,0,0,0,0,0,0,0,1979,"murraed02","yes"
"Brian Downing",5.6,148,509,87,166,12,75,3,77,0.326,0.418,0.462,0.88,0,0,0,0,0,0,0,0,0,0,0,1979,"downibr01","yes"
"Sixto Lezcano",5.6,138,473,84,152,28,101,4,77,0.321,0.414,0.573,0.987,0,0,0,0,0,0,0,0,0,0,0,1979,"lezcasi01","yes"
"Roy Smalley",4.3,162,621,94,168,24,95,2,80,0.271,0.353,0.441,0.794,0,0,0,0,0,0,0,0,0,0,0,1979,"smallro02","yes"
"Steve Kemp",4.2,134,490,88,156,26,105,5,68,0.318,0.398,0.543,0.941,0,0,0,0,0,0,0,0,0,0,0,1979,"kempst01","yes"
"Willie Wilson",6.3,154,588,113,185,6,49,83,28,0.315,0.351,0.42,0.771,0,0,0,0,0,0,0,0,0,0,0,1979,"wilsowi02","yes"
"Mark Clear",1.8,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3.63,1.422,0,14,109,87,6,68,98,1979,"clearma01","yes"
"Paul Molitor",5.6,140,584,88,188,9,62,33,48,0.322,0.372,0.469,0.842,0,0,0,0,0,0,0,0,0,0,0,1979,"molitpa01","yes"
"Rick Burleson",3.8,153,627,93,174,5,60,9,35,0.278,0.315,0.368,0.683,0,0,0,0,0,0,0,0,0,0,0,1979,"burleri01","yes"
"Tommy John",5.5,1,0,0,0,0,0,0,0,0,0,0,0,21,9,2.96,1.205,36,0,276.1,268,9,65,111,1979,"johnto01","yes"
"Cecil Cooper",3.7,150,590,83,182,24,106,15,56,0.308,0.364,0.508,0.872,0,0,0,0,0,0,0,0,0,0,0,1979,"coopece01","yes"
"Willie Horton",1,162,646,77,180,29,106,1,42,0.279,0.326,0.458,0.784,0,0,0,0,0,0,0,0,0,0,0,1979,"hortowi01","yes"
"Reggie Jackson",3.5,131,465,78,138,29,89,9,65,0.297,0.382,0.544,0.926,0,0,0,0,0,0,0,0,0,0,0,1979,"jacksre01","yes"
"Dan Ford",2.5,142,569,100,165,21,101,8,40,0.29,0.333,0.464,0.797,0,0,0,0,0,0,0,0,0,0,0,1979,"fordda01","yes"
"Ron Guidry",6.5,1,0,0,0,0,0,0,0,0,0,0,0,18,8,2.78,1.159,30,2,236.1,203,20,71,201,1979,"guidrro01","yes"
"Mike Hargrove",2.9,100,338,60,110,10,56,2,63,0.325,0.433,0.5,0.933,0,0,0,0,0,0,0,0,0,0,0,1979,"hargrmi01","yes"
"George Brett",9.4,117,449,87,175,24,118,15,58,0.39,0.454,0.664,1.118,0,0,0,0,0,0,0,0,0,0,0,1980,"brettge01","yes"
"Reggie Jackson",4.8,143,514,94,154,41,111,1,83,0.3,0.398,0.597,0.995,0,0,0,0,0,0,0,0,0,0,0,1980,"jacksre01","yes"
"Rich Gossage",3.4,2,0,0,0,0,0,0,0,0,0,0,0,6,2,2.27,1.121,0,33,99,74,5,37,103,1980,"gossari01","yes"
"Willie Wilson",8.6,161,705,133,230,3,49,79,28,0.326,0.357,0.421,0.778,0,0,0,0,0,0,0,0,0,0,0,1980,"wilsowi02","yes"
"Cecil Cooper",6.8,153,622,96,219,25,122,17,39,0.352,0.387,0.539,0.926,0,0,0,0,0,0,0,0,0,0,0,1980,"coopece01","yes"
"Eddie Murray",4.5,158,621,100,186,32,116,7,54,0.3,0.354,0.519,0.873,0,0,0,0,0,0,0,0,0,0,0,1980,"murraed02","yes"
"Rick Cerone",4.2,147,519,70,144,14,85,1,32,0.277,0.321,0.432,0.753,0,0,0,0,0,0,0,0,0,0,0,1980,"ceronri01","yes"
"Dan Quisenberry",2.4,0,0,0,0,0,0,0,0,0,0,0,0,12,7,3.09,1.216,0,33,128.1,129,5,27,37,1980,"quiseda01","yes"
"Steve Stone",3.9,12,0,0,0,0,0,0,0,0,0,0,0,25,7,3.23,1.297,37,0,250.2,224,22,101,149,1980,"stonest01","yes"
"Rickey Henderson",8.8,158,591,111,179,9,53,100,117,0.303,0.42,0.399,0.82,0,0,0,0,0,0,0,0,0,0,0,1980,"henderi01","yes"
"Al Oliver",3.5,163,656,96,209,19,117,5,39,0.319,0.357,0.48,0.838,0,0,0,0,0,0,0,0,0,0,0,1980,"oliveal01","yes"
"Tony Armas",5.9,158,628,87,175,35,109,5,29,0.279,0.31,0.5,0.81,0,0,0,0,0,0,0,0,0,0,0,1980,"armasto01","yes"
"Al Bumbry",6.1,160,645,118,205,9,53,44,78,0.318,0.392,0.433,0.825,0,0,0,0,0,0,0,0,0,0,0,1980,"bumbral01","yes"
"Ben Oglivie",6.5,156,592,94,180,41,118,11,54,0.304,0.362,0.563,0.925,0,0,0,0,0,0,0,0,0,0,0,1980,"oglivbe01","yes"
"Mike Norris",5.9,0,0,0,0,0,0,0,0,0,0,0,0,22,9,2.53,1.048,33,0,284.1,215,18,83,180,1980,"norrimi01","yes"
"Willie Randolph",6.6,138,513,99,151,7,46,30,119,0.294,0.427,0.407,0.834,0,0,0,0,0,0,0,0,0,0,0,1980,"randowi01","yes"
"Robin Yount",7.1,143,611,121,179,23,87,20,26,0.293,0.321,0.519,0.84,0,0,0,0,0,0,0,0,0,0,0,1980,"yountro01","yes"
"Buddy Bell",6.5,129,490,76,161,17,83,3,40,0.329,0.379,0.498,0.877,0,0,0,0,0,0,0,0,0,0,0,1980,"bellbu01","yes"
"Mickey Rivers",3.5,147,630,96,210,7,60,18,20,0.333,0.353,0.437,0.789,0,0,0,0,0,0,0,0,0,0,0,1980,"rivermi01","yes"
"Alan Trammell",4.8,146,560,107,168,9,65,12,69,0.3,0.376,0.404,0.779,0,0,0,0,0,0,0,0,0,0,0,1980,"trammal01","yes"
"Ken Singleton",4,156,583,85,177,24,104,0,92,0.304,0.397,0.485,0.882,0,0,0,0,0,0,0,0,0,0,0,1980,"singlke01","yes"
"Miguel Dilone",3,132,528,82,180,0,40,61,28,0.341,0.375,0.432,0.807,0,0,0,0,0,0,0,0,0,0,0,1980,"dilonmi01","yes"
"Tony Perez",0.7,151,585,73,161,25,105,1,41,0.275,0.32,0.467,0.786,0,0,0,0,0,0,0,0,0,0,0,1980,"perezto01","yes"
"Fred Lynn",4.7,110,415,67,125,12,61,12,58,0.301,0.383,0.48,0.862,0,0,0,0,0,0,0,0,0,0,0,1980,"lynnfr01","yes"
"John Wathan",2.6,126,453,57,138,6,58,17,50,0.305,0.377,0.406,0.783,0,0,0,0,0,0,0,0,0,0,0,1980,"wathajo01","yes"
"Rollie Fingers",4.2,1,0,0,0,0,0,0,0,0,0,0,0,6,3,1.04,0.872,0,28,78,55,3,13,61,1981,"fingero01","yes"
"Rickey Henderson",6.7,108,423,89,135,6,35,56,64,0.319,0.408,0.437,0.845,0,0,0,0,0,0,0,0,0,0,0,1981,"henderi01","yes"
"Dwight Evans",6.7,108,412,84,122,22,71,3,85,0.296,0.415,0.522,0.937,0,0,0,0,0,0,0,0,0,0,0,1981,"evansdw01","yes"
"Tony Armas",4.2,109,440,51,115,22,76,5,19,0.261,0.294,0.48,0.774,0,0,0,0,0,0,0,0,0,0,0,1981,"armasto01","yes"
"Eddie Murray",3.8,99,378,57,111,22,78,2,40,0.294,0.36,0.534,0.895,0,0,0,0,0,0,0,0,0,0,0,1981,"murraed02","yes"
"Carney Lansford",3.7,102,399,61,134,4,52,15,34,0.336,0.389,0.439,0.828,0,0,0,0,0,0,0,0,0,0,0,1981,"lansfca01","yes"
"Dave Winfield",2.5,105,388,52,114,13,68,11,43,0.294,0.36,0.464,0.824,0,0,0,0,0,0,0,0,0,0,0,1981,"winfida01","yes"
"Cecil Cooper",4.2,106,416,70,133,12,60,5,28,0.32,0.363,0.495,0.858,0,0,0,0,0,0,0,0,0,0,0,1981,"coopece01","yes"
"Rich Gossage",2.3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.77,0.771,0,20,46.2,22,2,14,48,1981,"gossari01","yes"
"Tom Paciorek",4.3,104,405,50,132,14,66,13,35,0.326,0.379,0.509,0.888,0,0,0,0,0,0,0,0,0,0,0,1981,"pacioto01","yes"
"Dwayne Murphy",4.4,107,390,58,98,15,60,10,73,0.251,0.369,0.408,0.777,0,0,0,0,0,0,0,0,0,0,0,1981,"murphdw01","yes"
"Kirk Gibson",2.4,83,290,41,95,9,40,17,18,0.328,0.369,0.479,0.848,0,0,0,0,0,0,0,0,0,0,0,1981,"gibsoki01","yes"
"Steve McCatty",4.5,0,0,0,0,0,0,0,0,0,0,0,0,14,7,2.33,1.083,22,0,185.2,140,12,61,91,1981,"mccatst01","yes"
"Bobby Grich",5.5,100,352,56,107,22,61,2,40,0.304,0.378,0.543,0.921,0,0,0,0,0,0,0,0,0,0,0,1981,"grichbo01","yes"
"Jack Morris",3.4,0,0,0,0,0,0,0,0,0,0,0,0,14,7,3.05,1.167,25,0,198,153,14,78,97,1981,"morrija02","yes"
"Al Oliver",1.5,102,421,53,130,4,55,3,24,0.309,0.348,0.411,0.759,0,0,0,0,0,0,0,0,0,0,0,1981,"oliveal01","yes"
"Buddy Bell",6.2,97,360,44,106,10,64,3,42,0.294,0.364,0.428,0.792,0,0,0,0,0,0,0,0,0,0,0,1981,"bellbu01","yes"
"Robin Yount",4.9,96,377,50,103,10,49,4,22,0.273,0.312,0.419,0.731,0,0,0,0,0,0,0,0,0,0,0,1981,"yountro01","yes"
"Bill Almon",2.1,103,349,46,105,4,41,16,21,0.301,0.341,0.375,0.717,0,0,0,0,0,0,0,0,0,0,0,1981,"almonbi01","yes"
"Jerry Mumphrey",3.2,80,319,44,98,6,32,14,24,0.307,0.354,0.429,0.783,0,0,0,0,0,0,0,0,0,0,0,1981,"mumphje01","yes"
"Mike Hargrove",3.1,94,322,43,102,2,49,5,60,0.317,0.424,0.401,0.824,0,0,0,0,0,0,0,0,0,0,0,1981,"hargrmi01","yes"
"Alan Trammell",3.8,105,392,52,101,2,31,10,49,0.258,0.342,0.327,0.669,0,0,0,0,0,0,0,0,0,0,0,1981,"trammal01","yes"
"Steve Kemp",3.8,105,372,52,103,9,49,9,70,0.277,0.389,0.419,0.809,0,0,0,0,0,0,0,0,0,0,0,1981,"kempst01","yes"
"Greg Luzinski",2.7,104,378,55,100,21,62,0,58,0.265,0.365,0.476,0.841,0,0,0,0,0,0,0,0,0,0,0,1981,"luzingr01","yes"
"Dennis Martinez",1.7,0,0,0,0,0,0,0,0,0,0,0,0,14,5,3.32,1.313,24,0,179,173,10,62,88,1981,"martide01","yes"
"Ken Singleton",1.2,103,363,48,101,13,49,0,61,0.278,0.38,0.435,0.816,0,0,0,0,0,0,0,0,0,0,0,1981,"singlke01","yes"
"George Brett",3.3,89,347,42,109,6,43,14,27,0.314,0.361,0.484,0.846,0,0,0,0,0,0,0,0,0,0,0,1981,"brettge01","yes"
"Dave Stieb",4.4,4,0,1,0,0,0,0,0,0,0,0,0,11,10,3.19,1.138,25,0,183.2,148,10,61,89,1981,"stiebda01","yes"
"Robin Yount",10.6,156,635,129,210,29,114,14,54,0.331,0.379,0.578,0.957,0,0,0,0,0,0,0,0,0,0,0,1982,"yountro01","yes"
"Eddie Murray",5.2,151,550,87,174,32,110,7,70,0.316,0.391,0.549,0.94,0,0,0,0,0,0,0,0,0,0,0,1982,"murraed02","yes"
"Doug DeCinces",7.6,153,575,94,173,30,97,7,66,0.301,0.369,0.548,0.916,0,0,0,0,0,0,0,0,0,0,0,1982,"decindo01","yes"
"Hal McRae",4.1,159,613,91,189,27,133,4,55,0.308,0.369,0.542,0.91,0,0,0,0,0,0,0,0,0,0,0,1982,"mcraeha01","yes"
"Cecil Cooper",5.7,155,654,104,205,32,121,2,32,0.313,0.342,0.528,0.87,0,0,0,0,0,0,0,0,0,0,0,1982,"coopece01","yes"
"Reggie Jackson",3.1,153,530,92,146,39,101,4,85,0.275,0.375,0.532,0.907,0,0,0,0,0,0,0,0,0,0,0,1982,"jacksre01","yes"
"Dwight Evans",6.5,162,609,122,178,32,98,3,112,0.292,0.402,0.534,0.936,0,0,0,0,0,0,0,0,0,0,0,1982,"evansdw01","yes"
"Gorman Thomas",5,158,567,96,139,39,112,3,84,0.245,0.343,0.506,0.85,0,0,0,0,0,0,0,0,0,0,0,1982,"thomago01","yes"
"Dan Quisenberry",3.3,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2.57,1.01,0,35,136.2,126,12,12,46,1982,"quiseda01","yes"
"Rickey Henderson",6.7,149,536,119,143,10,51,130,116,0.267,0.398,0.382,0.78,0,0,0,0,0,0,0,0,0,0,0,1982,"henderi01","yes"
"Dave Winfield",3.5,140,539,84,151,37,106,5,45,0.28,0.331,0.56,0.891,0,0,0,0,0,0,0,0,0,0,0,1982,"winfida01","yes"
"Paul Molitor",6.2,160,666,136,201,19,71,41,69,0.302,0.366,0.45,0.816,0,0,0,0,0,0,0,0,0,0,0,1982,"molitpa01","yes"
"Lance Parrish",5,133,486,75,138,32,87,3,40,0.284,0.338,0.529,0.867,0,0,0,0,0,0,0,0,0,0,0,1982,"parrila01","yes"
"Brian Downing",5.6,158,623,109,175,28,84,2,86,0.281,0.368,0.482,0.85,0,0,0,0,0,0,0,0,0,0,0,1982,"downibr01","yes"
"Willie Wilson",6.3,136,585,87,194,3,46,37,26,0.332,0.365,0.431,0.796,0,0,0,0,0,0,0,0,0,0,0,1982,"wilsowi02","yes"
